Type,Name,Number Build,SKU,Description,Short Description,Description Status,Categories,Tags,Brands,Vendor,Images,Image Info,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta_sds_map,meta_tds_map
simple,sandpaper STF D125/8 P 40 GR 50X,432,FES-000000433,,"sandpaper STF D125/8 P 40 GR 50X from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, sandpaper stf d125/8 p 40 gr 50x, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000433-festool-497165-d125-p40-granat-disc.png?raw=true,Image Added,,,,,,,,,,
simple,Stickfix sandpa STF D90/6 P 40 GR / 50,433,FES-000000434,,"Stickfix sandpa STF D90/6 P 40 GR / 50 from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, stickfix sandpa stf d90/6 p 40 gr / 50, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000434-festool-497363-d90-p40-granat-disc.png?raw=true,Image Added,,,,,,,,,,
simple,sandpaper STF V93/6 P 40 GR / 50,434,FES-000000435,,"sandpaper STF V93/6 P 40 GR / 50 from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, sandpaper stf v93/6 p 40 gr / 50, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000435-festool-497390-v93-p40-granat-sheet.png?raw=true,Image Added,,,,,,,,,,
simple,sanding discs STF D150/48 P40 GR/50,435,FES-000000436,,"sanding discs STF D150/48 P40 GR/50 from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, sanding discs stf d150/48 p40 gr/50, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000436-festool-575160-d150-p40-granat-disc.png?raw=true,Image Added,,,,,,,,,,
simple,Long-reach sand PLANEX LHS 225 EQ-Plus,436,FES-000000437,,"Long-reach sand PLANEX LHS 225 EQ-Plus from Festool is a long-reach drywall sander designed to smooth walls and ceilings while working with compatible abrasives and dust extraction. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, long-reach sand planex lhs 225 eq-plus, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000437-festool-planex-lhs-225-eq-plus.png?raw=true,Images for Review,,,,,,,,,,
simple,Rotex RO 150 FEQ-Plus USA 120V,437,FES-000000438,,"Rotex RO 150 FEQ-Plus USA 120V from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, rotex ro 150 feq-plus usa 120v, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000438-festool-ro-150-feq-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,Rotex RO 125 FEQ Plus USA 120V,438,FES-000000439,,"Rotex RO 125 FEQ Plus USA 120V from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, rotex ro 125 feq plus usa 120v, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000439-festool-ro-125-feq-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,Orbital sander RTS 400 REQ-Plus USA,439,FES-000000440,,"Orbital sander RTS 400 REQ-Plus USA from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, orbital sander rts 400 req-plus usa, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000440-festool-rts-400-req-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,FESTOOL ETS 125 REQ-Plus orbital sander,440,FES-000000441,,"FESTOOL ETS 125 REQ-Plus orbital sander is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Festool,"festool, festool ets 125 req-plus orbital sander, painting tools & accessories",Festool,FESTOOL,https://firstsoftware.wlg01-cos.planb-global.com/rob_sk92-cfwe-43ee-83sd-z90js9j1l2/images/products/large/fes5760671_qdhhkod3.xp4.png,Image Added,,,,,,,,,,
simple,Rotex RO 90 DX FEQ-Plus USA120,441,FES-000000442,,"Rotex RO 90 DX FEQ-Plus USA120 from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, rotex ro 90 dx feq-plus usa120, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000442-festool-ro-90-dx-feq-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,Orbital sander ETS EC150/3 EQ-Plus,442,FES-000000443,,"Orbital sander ETS EC150/3 EQ-Plus from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, orbital sander ets ec150/3 eq-plus, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000443-festool-ets-ec150-3-eq-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,Ecc. grinder ETS EC125/3 EQ-PLUS USA,443,FES-000000444,,"Ecc. grinder ETS EC125/3 EQ-PLUS USA from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, ecc. grinder ets ec125/3 eq-plus usa, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000444-festool-ets-ec125-3-eq-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,Diamond grinder RG 130 ECI-Plus RENOFIX,444,FES-000000445,,"Diamond grinder RG 130 ECI-Plus RENOFIX from Festool is a surface-renovation grinder for removing or levelling compatible mineral coatings and substrates with the correct diamond tooling and dust extraction. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, diamond grinder rg 130 eci-plus renofix, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000445-festool-rg-130-eci-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,"cordl. d.sander DTSC 400 Li 3,1-Plus USA",445,FES-000000446,,"cordl. d.sander DTSC 400 Li 3,1-Plus USA from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, cordl. d.sander dtsc 400 li 3,1-plus usa, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000446-festool-dtsc-400-3-0-i-plus-us.png?raw=true,Images for Review,,,,,,,,,,
simple,Delta sander DTS 400 REQ-Plus USA,446,FES-000000447,,"Delta sander DTS 400 REQ-Plus USA from Festool is a powered sander for controlled surface preparation using the compatible abrasive format and grit specified for the task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, delta sander dts 400 req-plus usa, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000447-festool-dts-400-req-plus-us.png?raw=true,Image Added,,,,,,,,,,
simple,sandpaper STF DELTA/7 P 40 GR 50X,447,FES-000000448,,"sandpaper STF DELTA/7 P 40 GR 50X from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Festool,"festool, sandpaper stf delta/7 p 40 gr 50x, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000448-festool-577542-delta-p40-granat-sheet.png?raw=true,Images for Review,,,,,,,,,,
simple,"cordless drill T18+3 HPC 4,0 I-Set",448,PC-000000449,,"cordless drill T18+3 HPC 4,0 I-Set from PC Products is a cordless drilling and fastening tool for installation, assembly and general jobsite work with compatible bits, batteries and accessories. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"pc products, cordless drill t18+3 hpc 4,0 i-set, painting tools & accessories, festool",PC Products,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PC-000000449-festool-t18-plus-3-hpc-4-0-i-set-us.png?raw=true,Image Added,,,,,,,,,,
simple,Festool Cordless Impact Drill TID 18 Basic,449,FES-000000450,,"Festool Cordless Impact Drill TID 18 Basic is a cordless drilling and fastening tool for installation, assembly and general jobsite work with compatible bits, batteries and accessories. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, festool cordless impact drill tid 18 basic, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000450-festool-tid-18-basic-us.png?raw=true,Image Added,,,,,,,,,,
